TIC,TOI,Disposition,Disposition,Detection,Period,Duration,Planet_Radius,Stellar_Radius,Sectors
122596693,4435.01,KP,KP,SPOC,3.5256535143873,2.5111798919497,12.121008578614,0.78376799821854,"40,41,54,55"
420814525,5972.01,KP,KP,SPOC/QLP,3.5247404585539,3.0561662685076,15.619831444784,1.1865500211716,56
123233041,2177.01,KP,KP,CTOI,3.5224750969999,3.2804955189656,15.901483183064,1.5816999673843,"14,40,41,53,54"
311133118,5676.01,KP,KP,SPOC,3.5061649416751,1.6009657991422,12.857619534674,0.77108597755432,"50,51"
434226736,5095.01,KP,KP,SPOC,3.4847528262488,0.71718127705738,3.1137985946145,0.29021599888802,44
239154970,1714.01,KP,KP,SPOC/QLP,3.4744763,4258,19.6131,1.67,"20,44,45,46,47"
69679391,1151.01,KP,KP,SPOC/QLP,3.4741012,3317,21.2912,1.62,"14,40,41,54,74"
262715204,4538.02,KP,KP,QLP,3.4715644,2.13,2.65245,0.77,42
443616612,5523.02,KP,KP,SPOC,3.4711422078224,2.5012670486145,4.8353252569753,0.56300002336502,"36,45,46"
228381868,351.01,KP,KP,QLP,3.4654952516807,4.1612558491783,14.277618410637,1.777379989624,"29,69"
219698950,766.01,KP,KP,SPOC,3.4464529129058,2.4625990454954,12.539905243347,0.91309100389481,"10,36,63"
160148385,247.01,KP,KP,UNKNOWN,3.4252567466828,2.451160868291,14.360066962701,1.1165499687195,"2,29"
120692092,5984.01,KP,KP,SPOC,3.4130780890869,2.578792782734,5.5008027209309,0.86598497629166,"40,41,53,54"
178367144,966.01,KP,KP,QLP,3.4091567921922,3.2067861077936,15.91629987481,1.2106900215149,"7,34,61"
398572544,4518.01,KP,KP,SPOC/QLP,3.408833,3163,14.2632,1.11,"42,7"
437248515,683.01,KP,KP,UNKNOWN,3.4058883,2364,16.8846,1.27,"9,36"
327952677,295.01,KP,KP,QLP,3.396944097608,2.4148686709955,14.403968199869,1.2707099914551,"2,29,69,70"
411697517,5535.01,KP,KP,SPOC,3.3864171509046,2.8543861183862,8.2065140073761,1,"32,43,44"
9385460,6546.01,KP,KP,SPOC,3.3779614333566,4.2709189187804,14.332675110723,1.6616499423981,64
369455629,2199.01,KP,KP,SPOC,3.3771113715336,2.4508029339277,8.6110106493712,1.28017,27
97409519,113.01,KP,KP,SPOC,3.372877,2.63426,14.201803,1.02,1
204376737,231.01,KP,KP,UNKNOWN,3.3610011274094,2.5764649603993,12.727345647953,0.81770497560501,"2,29"
203289099,5111.01,KP,KP,QLP,3.3557219,1599,1.9149,0.56,"44,45,46,72"
440777904,511.01,KP,KP,UNKNOWN,3.3552499,3547,16.4831,1.42,"7,33,44,45,46"
53458803,1913.01,KP,KP,QLP,3.3489038184344,3.3546298218819,13.011038036264,1.2295900583267,"6,7,33,34"
19028197,5094.01,KP,KP,SPOC/QLP,3.3366513,1.78,4.36319,0.5,"44,45,46,71"
468987719,491.01,KP,KP,SPOC,3.3326812,3125,14.4797,1.11,"7,34,44,45,46,61,72"
157586003,1626.01,KP,KP,QLP,3.332618869131,3.562006555664,15.639908242491,1.6948299407959,"26,40,53,54"
268644785,505.01,KP,KP,UNKNOWN,3.3294649238643,4.0123107887144,16.026961871528,1.5223799943924,"7,9,34,35,36"
33521996,468.01,KP,KP,SPOC,3.3252702901126,2.0538143955895,11.503900623645,0.59680098295212,"6,32,33"
9030119,4549.01,KP,PC,QLP,3.3129214,2097,4.28877,0.98,"2,29,42,70"
264508014,4474.01,KP,KP,SPOC,3.3119026273477,1.181071971406,10.962532673719,1.092059969902,"41,54,55"
117979897,443.01,KP,KP,UNKNOWN,3.3106692005591,3.7033866782114,13.382013001771,1.3514300584793,"5,32"
268766053,272.01,KP,KP,UNKNOWN,3.3098457547871,2.2676535776626,12.431622806718,0.85861897468567,"3,3"
315002523,574.01,KP,KP,SPOC,3.3023907304963,5.1743598728444,17.807991243177,1.9103100299835,"8,9,35,62"
137683938,4587.01,KP,KP,SPOC,3.2903135908844,1.746525348185,7.5296069467542,0.56730902194977,"40,41,54,55"
25155310,114.01,KP,KP,UNKNOWN,3.2887877613941,3.4163601764911,10.435462729632,1.2417500019073,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39"
332022997,5123.01,KP,KP,QLP,3.2809598,1897,2.03745,0.74,"44,45"
271424111,6073.01,KP,KP,SPOC,3.2687063476291,3.6398572552711,15.04668793115,1.4053699970245,"40,41,54,55"
172598832,1933.01,KP,KP,QLP,3.2633164741672,5.2814337391006,15.090248624866,2.08347,33
56399553,4623.01,KP,KP,SPOC,3.2588110294925,2.2154690306365,12.868443177114,0.81711399555206,"43,44"
53728859,6013.01,KP,KP,SPOC,3.2573898016453,3.1400826329937,12.356936107674,1.0461299419403,57
358516596,2132.01,KP,KP,QLP,3.2440453662631,3.6774272145435,21.049846605203,1.3895100355148,"26,40,53,54"
27318774,4471.01,KP,KP,SPOC,3.2432487679663,3.0748440534457,14.580006424674,1.0930399894714,"41,54,55"
27916356,3534.01,KP,KP,QLP,3.2346923171569,3.6298092313054,13.595046761825,1.3147399425507,"14,15,41,54,55,56"
299220166,4457.01,KP,KP,SPOC,3.2175184283012,1.8986263655888,10.552977261448,0.91292697191238,"40,41,53,54,55"
350814622,6089.01,KP,KP,SPOC,3.2135635867084,4.3141611370198,4.1549554207658,1.5952099561691,"40,41,53,54,55"
198108326,1844.01,KP,KP,SPOC,3.2130578,2169,11.0975,0.7,"16,23,49,50"
252479260,1771.01,KP,KP,SPOC/QLP,3.2122302,2653,13.0356,1.04,"21,48,75"
404243877,4520.01,KP,KP,SPOC,3.2047072,3331,,,"42,7"
8400842,1676.01,KP,KP,SPOC/QLP,3.1915241,2712,16.3994,1.69,"19,59"
220029715,825.01,KP,KP,SPOC,3.1853185990629,2.2396997934733,5.4220349628714,0.7819589972496,"11,37,64"
6663331,1068.01,KP,KP,SPOC,3.180362,2.111521,13.446487,0.92,13
281459670,110.01,KP,KP,UNKNOWN,3.1743473914331,2.6515124165476,14.406683299189,1.1570600271225,"1,2,28,29"
43647325,423.01,KP,KP,UNKNOWN,3.1615697008093,3.1425792336791,14.861954636627,1.0977400541305,"5,32"
52689469,2502.01,KP,KP,SPOC,3.141382453127,4.4361226003819,13.07086401534,1.7340899705887,"33,34"
201642601,1067.01,KP,KP,SPOC,3.1316735448352,2.457919743364,9.49951911724,0.767009973526,"13,27,67"
120610833,229.01,KP,KP,UNKNOWN,3.1260777519746,1.7185366816512,10.92571148617,0.87470597028732,"2,29"
17746821,492.01,KP,KP,UNKNOWN,3.1220237,3.41,13.9405,1.73,"7,34,44,45,46"
48217457,4454.01,KP,KP,SPOC,3.1208396239679,2.4052780228112,16.210825429511,1.09921002388,"40,41,53,54,55"
46096489,818.01,KP,KP,UNKNOWN,3.118536,2.043274,11.857124,0.95,11
283722336,1469.01,KP,KP,SPOC,3.0929673875288,0.93157038768455,1.3536172641276,0.75059801340103,"17,24,57"
6893917,5074.01,KP,KP,SPOC/QLP,3.0801833,3233,17.5341,1.7,"44,45,46,71"
188876052,5960.01,KP,KP,SPOC/QLP,3.0763290368138,3.901605800207,14.228748526357,1.4311000108719,56
439842788,4521.01,KP,KP,SPOC,3.0717181638209,1.5983426156333,12.005494862319,0.84839397668839,"42,55"
243921117,5801.01,KP,KP,SPOC/QLP,3.0678159897114,2.1103324528908,11.799686783638,0.63657200336456,54
448589187,2642.01,KP,KP,SPOC,3.0652926,2606,13.3524,1.22,"9,36"
178879588,1900.01,KP,KP,QLP,3.0566277111564,2.3926375375445,12.518269337426,1.0386500358582,"31,32"
138294130,2012.01,KP,KP,QLP,3.0565259,4145,15.1633,1.6,"24,50,51"
398943781,780.01,KP,KP,SPOC,3.0524018,2483,13.7594,0.88,"10,37"
142211778,6273.01,KP,KP,SPOC,3.0520570248012,3.4817791989871,13.645342759753,1.3870799541473,63
289793076,108.01,KP,KP,SPOC,3.0440540665342,2.598457480183,12.108679940721,0.80986797809601,"1,28"
461239485,5672.01,KP,KP,SPOC,3.039085065931,1.6455075875982,10.914731710381,0.86467301845551,51
70440470,126.01,KP,KP,UNKNOWN,3.0353977118465,2.796467795236,13.791158264185,1.0722399950027,"1,28"
120757718,1236.01,KP,KP,SPOC,3.0300714582668,2.5466671376467,12.752989173481,0.85736900568008,"14,40,41,53,54"
164892194,2178.01,KP,KP,CTOI,3.024110950687,2.7209656650663,12.089907939469,1.3638800382614,"40,41,53,55"
399954349,4593.02,KP,KP,SPOC,3.005192862219,1.8111647769118,2.1434355179193,0.73114597797394,"14,26,40,41,53,54,55"
139104940,6001.01,KP,KP,SPOC,3.0039010104135,3.8750476750494,16.720862918153,1.5063300132752,"41,54,55"
206284139,4547.01,KP,KP,QLP,3.0026215,3595,14.0672,1.45,42
178217113,5086.01,KP,KP,SPOC/QLP,2.9956366,2287,13.1937,1.4,"44,45,46,71"
165297570,5384.01,KP,KP,SPOC/QLP,2.9895092,3.350388266192,18.818221844907,1.6139600276947,48
31858843,1069.01,KP,KP,SPOC/QLP,2.9776446,2962,14.4339,1.22,"13,27,67"
137881699,1781.01,KP,KP,SPOC,2.9720774,4.41,15.6498,1.95,"21,48"
166833457,404.01,KP,KP,SPOC/QLP,2.9626401975049,1.909672407979,12.654890044213,0.71863502264023,"4,31"
170102285,477.01,KP,KP,UNKNOWN,2.9444283642951,2.4301897796094,12.790487627311,0.88726997375488,"6,34"
20096620,5374.01,KP,KP,SPOC/QLP,2.9164004495212,3.2868100029474,16.778361035147,1.8274400234222,47
422655579,388.01,KP,KP,SPOC/QLP,2.9037041,5.0153436017844,14.693514752472,2.1432499885559,"4,42,43,70"
311035838,1419.01,KP,KP,SPOC/QLP,2.8997405,1849,10.0433,0.82,"16,22,49"
190998418,1463.01,KP,KP,SPOC,2.8791022861389,2.7497683357845,12.092050646592,1.114599943161,"17,57"
160578764,1930.01,KP,KP,QLP,2.8786641,2207,12863,1.35,"11,38"
255930614,2024.01,KP,KP,QLP,2.8758902726291,3.282819735205,8.2875394154761,1.4604300260544,"24,25,51,52"
26826078,5096.01,KP,KP,SPOC/QLP,2.8753183,1615,11.1331,0.68,"44,45,46,71,72"
293687315,1300.01,KP,KP,QLP,2.8716978,4556,18.0395,1.91,"15,16,22,23,48,50,75"
268403451,1612.01,KP,KP,QLP,2.8641388,2417,15.5276,1.53,"18,19,20,25,26,40,47,52,53,59,60,73,74"
38846515,106.01,KP,KP,SPOC,2.8493825,3567,16.3869,1.77,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,67,68,69"
437704321,4534.01,KP,KP,SPOC/QLP,2.849282,1907,4.75272,0.74,42
175772482,5673.01,KP,KP,SPOC,2.8386215063735,2.3326470166865,12.900775145105,1.0257300138473,51
280210963,535.01,KP,KP,SPOC,2.8280391498869,2.6215943096191,17.760370651522,1.0367399454117,"6,33"
371443216,1924.01,KP,KP,QLP,2.8240691,3808,17.7861,1.84,"10,11,36,38"
27990610,4482.01,KP,KP,SPOC,2.8164978773127,2.6896664823471,14.489417402772,1.0130399465561,"41,54,55"
204317710,255.01,KP,KP,SPOC,2.8126484706733,2.8737522177798,12.065800620875,1.0095700025559,"2,29"
455135327,490.01,KP,KP,QLP,2.8106006,1956,15.6823,1.34,"7,34,61"
238176110,116.01,KP,KP,UNKNOWN,2.7985794406073,2.3401435680154,11.764075243141,0.90665501356125,"1,27,28"
267572272,4489.01,KP,KP,SPOC,2.797475735943,2.2149132437329,12.014908829992,0.86736798286438,"26,40,41,53,54,55"
84339983,4624.01,KP,KP,SPOC,2.7908257668743,2.2330145922594,16.736990712451,1.4707000255585,"43,44,45"
76419763,2135.01,KP,KP,SPOC,2.7884722659922,2.9462463999989,13.943264469001,1.1295599937439,"26,40,53,54"
306362738,479.01,KP,KP,UNKNOWN,2.7817378641857,2.1508236677575,12.684102338905,1.0209499597549,"6,33"
191284318,1458.01,KP,KP,SPOC/QLP,2.7759225212991,3.0027844374861,14.235101014044,1.2418199777603,"17,57"
29344935,109.01,KP,KP,UNKNOWN,2.766747877062,2.5998082697684,12.022250697715,0.98486602306366,"1,28"
32487566,2386.01,KP,KP,SPOC,2.7567394874288,2.3808564736631,13.804466129655,1.28427,29
436875934,4514.01,KP,KP,SPOC,2.7535993,2141,10.7107,0.86,"18,42,43,44,58"
32499655,437.01,KP,KP,UNKNOWN,2.7439029421627,1.5031680075511,11.929238821671,0.88570201396942,"5,6,32,33"
367366318,1682.01,KP,KP,SPOC/QLP,2.7347656,3215,17.7566,1.77,"19,43,44,45,59"
240681314,1477.01,KP,KP,SPOC,2.7324809234094,2.2139340835675,18.278537490078,1.6127099990845,"17,57"
427332229,4523.01,KP,KP,SPOC,2.7186256,2129,12.4543,1.03,"42,43"
399402994,5802.01,KP,KP,SPOC,2.7161298215883,3.5299033351722,14.554165934844,1.1867799758911,54
452808876,453.01,KP,KP,UNKNOWN,2.70582,4968,18.4904,2.1,5
67666096,1766.01,KP,KP,SPOC/QLP,2.7033942,2927,16.72,1.61,"21,48"
398895470,5793.01,KP,KP,SPOC,2.6940347751924,4.1073511966615,18.251375476938,1.650820016861,54
99224131,4486.01,KP,KP,SPOC/QLP,2.6915613844337,4.2401265571428,17.217725849934,1.9607900381088,"14,41,55"
77044471,228.01,KP,KP,UNKNOWN,2.6865041492087,2.552477238908,13.74702393417,1.1827399730682,"2,29"
63452790,4434.01,KP,KP,SPOC,2.6843080991092,2.7683352083702,13.97484988333,1.0189499855041,"40,41,54,55"
404340025,834.01,KP,KP,UNKNOWN,2.6755523,3065,16.4542,1.34,"11,37,38"
75262942,4469.01,KP,KP,SPOC,2.6634153918688,1.842968763625,13.685736717506,0.70136898756027,"41,54"
380619414,5144.01,KP,KP,SPOC/QLP,2.655675250962,2.611101390299,,,"45,46,72"
192826603,551.01,KP,KP,SPOC,2.6473051249427,1.2112809624231,10.613448079568,0.56786602735519,"5,6,32,33"
453064665,6043.01,KP,KP,SPOC,2.6452120854712,3.0559835737624,12.780365744846,1.2405999898911,59
138819293,1796.01,KP,KP,SPOC/QLP,2.643885610552,0.96892889640781,3.8121140279857,0.42543199658394,"22,49"
293612446,2466.01,KP,KP,SPOC,2.6266983,4087,18.7969,1.77,"5,32,43,71"
356473034,1720.01,KP,KP,SPOC/QLP,2.6158597,2517,13.1204,1.08,"20,47,60"
283419843,5818.01,KP,KP,SPOC,2.6052673672121,4.2452100139334,17.854369920555,1.6697800159454,55
360742636,1076.01,KP,KP,UNKNOWN,2.5495658893793,2.593288712661,12.887943322628,1.0399700403214,"13,27"
363851359,1920.01,KP,KP,QLP,2.5441537,2128,10.5577,1.31,"11,37"
57984377,6014.01,KP,KP,SPOC,2.5199145567009,3.7121362923371,17.700193190638,1.564190030098,57
59843967,474.01,KP,KP,UNKNOWN,2.5167257156723,2.5896099209247,12.908314788123,0.98263800144196,"6,33"
123309556,6006.01,KP,KP,SPOC,2.5080815488003,1.1724398319937,2.6163105367638,0.73951500654221,"40,41,53,54,55"
291751373,6017.01,KP,KP,SPOC,2.5079176545719,3.0652269498951,14.717642984167,1.7272499799728,57
388104525,112.01,KP,KP,SPOC,2.4997995981029,2.865171019079,13.851609281573,1.1373200416565,"1,2,3,4,7,11,27,28,29,30,31,34,37,61,62,63,64,65"
466840711,839.01,KP,KP,SPOC,2.4855806353704,3.0016362134328,36.509125370379,1.5994399785995,"10,11,37"
36592530,4525.01,KP,KP,SPOC/QLP,2.4841975,1511,13.3413,1.28,"42,7"
399860444,2140.01,KP,KP,QLP,2.4706114180021,1.7944860211758,13.77034053413,1.0161299705505,"26,40,41,54,55"
137899948,4446.01,KP,KP,SPOC,2.4552388341154,1.7323270919337,12.992863050802,0.61482298374176,"40,41,54,55"
12862099,259.01,KP,KP,SPOC,2.4238225835334,2.2484014632774,12.25627190254,0.93,3
178289267,1936.01,KP,KP,QLP,2.3506186,2369,12801,0.97,"4,5,31"
118956453,1925.01,KP,KP,QLP,2.3447752,1814,13.4487,1.04,"8,35"
444013020,2547.01,KP,KP,SPOC,2.3114199,2585,14.2928,1.07,"34,44,45,46"
25375553,143.01,KP,KP,SPOC,2.3109688983569,3.4303820702944,17.304280003933,1.9541100263596,"1,28,68"
63189173,5093.01,KP,KP,SPOC,2.2983835,1.93,15.2047,0.79,"44,45,46"
277833995,5524.01,KP,KP,SPOC,2.2980143438855,1.0268160248033,2.0330096134863,0.59052497148514,"8,35,45,46,72"
98283926,1915.01,KP,KP,QLP,2.2920348332491,3.181250652858,13.249714155046,1.2652599811554,"7,33,34"
207077681,1928.01,KP,KP,QLP,2.2785749518223,2.1598249950182,14.773199907348,1.21163,28
39926974,4526.01,KP,KP,SPOC,2.260265486962,1.010349317846,2.7262373642969,0.34102401137352,42
458478250,1165.01,KP,KP,SPOC/QLP,2.2552845,2.05,14688,0.96,"14,15,16,17,21,23,41,47,48,49,50,54,57,74"
347430350,5631.01,KP,KP,QLP,2.2438471,2574,14.2892,1.33,50
178284730,418.01,KP,KP,UNKNOWN,2.2359864552392,1.5254331565956,13.436744303799,0.84437900781632,"4,5,31"
27039476,4604.01,KP,KP,QLP,2.2251639,1545,1.50436,0.92,"43,71"
467971286,2204.01,KP,KP,SPOC,2.2250513813804,2.3678870525181,10.092618912458,0.883426,27
256364928,4470.01,KP,KP,SPOC/QLP,2.2185748039122,1.8233621368077,13.301035504692,0.77648401260376,"41,54"
122612091,264.01,KP,KP,UNKNOWN,2.21674,3604,18.2508,2.66,"3,4,30,31"
180991313,2330.01,KP,KP,CTOI,2.2088214,2544,11.6656,1.26,"10,36,37"
424865156,1265.01,KP,KP,SPOC,2.2046665,3.9767263189703,16.819247843133,1.9935599565506,"14,15,40,41,54,55,74,75"
144065872,105.01,KP,KP,UNKNOWN,2.1846669487207,2.8652800157436,13.702852670325,1.2382400035858,"1,28"
16288184,1049.01,KP,KP,UNKNOWN,2.1805277132592,2.9691750339948,16.808853048342,1.2714600563049,"12,39"
92449173,6719.01,KP,KP,SPOC,2.1764874697474,3.440372280606,14.184839047861,1.5623300075531,68
139528693,449.01,KP,KP,UNKNOWN,2.1751728766969,4.7918806220924,18.787401930822,2.0625998973846,"5,31,32"
418761354,4533.01,KP,KP,QLP,2.1747824,1654,1.79105,0.71,"42,43,70"
162689341,1838.01,KP,KP,SPOC,2.1747062385046,2.8461110459309,14.231870974951,1.2561899423599,"23,24,25,50,51"
7088246,1065.01,KP,KP,SPOC,2.160344,1.828854,22.503541,1.2,13
374530847,5797.01,KP,KP,SPOC,2.1521630190873,1.7531965994512,11.999442722245,0.85466998815536,54
292152376,6031.01,KP,KP,SPOC,2.1499907203724,3.102696828363,20.636494430129,1.2630399465561,58
354619337,5821.01,KP,KP,SPOC/QLP,2.1487871987841,4.1671489920831,17.479040903028,2.0156600475311,55
284475976,1628.01,KP,KP,QLP,2.1436364003062,3.1539348730224,18.053758820204,1.7706099748611,"23,26,40,41,53,54,55,56"
456945304,5559.01,KP,KP,SPOC,2.1408063,1569,2.59639,1,"43,44,70,71"
355703913,111.01,KP,KP,SPOC,2.1061568796345,1.4688934498723,13.086872039103,0.94069701433182,"1,2,28,68"
230982885,195.01,KP,KP,SPOC/QLP,2.0727598,2619,14.2954,1.13,"2,29,69"
423275733,578.01,KP,KP,UNKNOWN,2.0528683715985,2.6201127724505,17.626740467862,1.7094800472259,"8,35"
268924036,4490.01,KP,KP,SPOC,2.0523416565289,2.1224957382336,22.510562064201,1.1687500476837,"41,54,55"
291685334,6021.01,KP,KP,SPOC,2.0319883448888,3.4937462781163,17.716397879772,1.56523001194,57
104024556,748.01,KP,KP,SPOC,2.0219583,2681,20.1548,1.94,"10,37,64"
184892124,5090.01,KP,KP,SPOC,1.9827515124353,1.2129130243772,11.295429520993,0.29304701089859,"44,45,46"
137402055,4570.01,KP,KP,SPOC,1.9737719355324,2.1771701432353,14.278397402464,0.69797098636627,"40,41,54,55"
382391899,391.01,KP,KP,UNKNOWN,1.9550931562145,1.7876200069399,13.140683363553,0.87341797351837,"4,31"
259506033,3705.01,KP,KP,QLP,1.9023386815773,1.7524490672386,12.392386247152,1.0259200334549,"19,59"
37168957,545.01,KP,KP,SPOC,1.9000862473896,2.3058232096625,15.049620777326,0.93402802944183,"6,33"
98545929,1916.01,KP,KP,QLP,1.8882310164208,3.6693893531367,14.477642607506,2.1212799549103,"7,33,34,61"
67646988,1779.01,KP,KP,SPOC,1.8817191,1236,10.9698,0.31,"21,48"
271042217,4428.01,KP,KP,SPOC,1.8555745374796,2.3121742498216,14.895180905699,1.4095900058746,"40,54"
27848472,2131.01,KP,KP,QLP,1.8468345,2565,16.4012,1.36,"26,40,53,54,74"
339522221,1917.01,KP,KP,QLP,1.82069,3049,15.6593,1.35,13
293435336,2403.01,KP,KP,SPOC/QLP,1.809881077104,3.7636624066187,21.955554888351,1.8912099599838,"30,42,43"
440113053,3595.01,KP,KP,QLP,1.8053759836795,2.0790248697605,12.015776626638,0.82053798437118,"17,57"
237320326,2414.01,KP,KP,SPOC,1.7771108792508,1.5669528365759,12.908463490962,0.97906,28
381856447,2206.01,KP,KP,SPOC,1.7690121045292,1.0172953319057,10.504559922328,0.701795,27
158324245,1161.01,KP,KP,SPOC/QLP,1.7635873,3.3034223377901,,,"14,15,26,40,41,53,54,55,74,75"
393495970,5142.01,KP,KP,SPOC/QLP,1.7554285352988,1.7729986363267,12.62298499417,0.96522200107574,"45,46"
209752908,4483.01,KP,KP,SPOC,1.7522170151112,2.1714375164201,20.317765646066,0.74071198701858,"41,54"
245392284,6030.01,KP,KP,SPOC,1.7442830504736,2.19283721045,15.389819490471,1.600800037384,58
391958006,5796.01,KP,KP,SPOC,1.7430143346615,2.2872100851582,16.922709684231,0.93774098157883,54
38087018,5138.01,KP,KP,SPOC,1.7290233608562,1.6887274076602,11.89808734181,0.76649498939514,"45,46"
158170594,1240.01,KP,KP,SPOC,1.7208554509494,1.8346409147423,13.464631410049,1.3340200185776,"14,26,40,41,53,55"
134537478,501.01,KP,KP,SPOC,1.7100122,1.79,17.2191,1.51,"7,33,34,61"
99834717,1780.01,KP,KP,SPOC,1.7063264,1359,10.1999,0.9,"14,21,41,47,48"
15445551,747.01,KP,KP,UNKNOWN,1.68278959367,3.0183508825006,14.800463738279,1.568029999733,"10,11,37"
124778445,2503.01,KP,KP,SPOC,1.6751567572551,2.2718193990122,13.236656301591,0.963518,33
307733361,5071.01,KP,KP,SPOC/QLP,1.6739029,1355,3.44449,1.22,"44,45,46,72"
229791084,1864.01,KP,KP,CTOI,1.6453265,2.59,19.0536,1.32,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52"
101955023,667.01,KP,KP,UNKNOWN,1.6289321997705,0.80927595296808,1.2145664239661,0.22640700638294,"9,10,36"
184240683,250.01,KP,KP,UNKNOWN,1.6284295568644,2.3671002318121,12.949413353631,1.0940999984741,"2,29"
138364831,4577.01,KP,KP,SPOC,1.625512355222,2.6590029153339,11.29718034701,1.0442600250244,"40,41,54,55"
272212970,1902.01,KP,KP,QLP,1.6091845,1.63,16.7675,1.43,"10,37"
399794420,4476.01,KP,KP,SPOC,1.5947534975296,1.9414499852259,14.373967413469,1.1598600149155,"40,41,53,54"
52640302,473.01,KP,KP,UNKNOWN,1.5732848409831,2.4285284521854,14.72475239213,1.0953899621964,"6,7,33,34"
466390120,5822.01,KP,KP,SPOC,1.5487245203939,2.8258531172169,14.506178014798,1.4102100133896,55
138644215,4455.01,KP,KP,SPOC,1.5449333628652,1.1043458998814,10.701177701171,1.4874000549316,"40,41,54,55"
149918151,3846.01,KP,KP,QLP,1.540776,1705,13.3674,0.77,"14,21,41,48"
13349647,567.01,KP,KP,UNKNOWN,1.5373644915352,1.8596004392766,13.753521054613,0.95958799123764,"8,34"
278892590,6838.01,KP,KP,SPOC,1.5109447117919,0.64014987103987,1.2038917182224,0.1148269996047,70
36352297,547.01,KP,KP,UNKNOWN,1.5089635,2373,20.5944,1.29,"6,33"
273874849,5794.01,KP,KP,SPOC,1.4857147966026,2.3275851741748,14.858544775728,1.0103399753571,"41,54,56"
233948455,3612.01,KP,KP,QLP,1.4822451,1595,14.0641,0.91,"14,15,17,41,55,57"
16740101,1150.01,KP,KP,SPOC/QLP,1.4810902854241,4.1588290824357,20.340242138905,2.2877299785614,"14,15,41,55,75"
915110182,6547.01,KP,KP,SPOC,1.4328254862015,2.0718518306729,18.223841813303,0.81754398345947,"63,64"
231663901,101.01,KP,KP,UNKNOWN,1.4303691403398,1.6438728317153,13.250493344819,0.89077401161194,"1,27"
236887394,1465.01,KP,KP,SPOC,1.4200248,1431,12.5242,0.77,"15,16,17,18,21,24,25,41,48,51,55"
308172249,2139.01,KP,KP,SPOC,1.4013784006976,1.7042714748865,13.997747762379,0.9349769949913,"26,52,53"
77031414,241.01,KP,KP,SPOC,1.3866519041345,2.3006751323871,12.98116186389,1.0766099691391,"2,29"
19684256,1901.01,KP,KP,QLP,1.3666563,1967,15437,1.02,"8,9,35"
1129033,398.01,KP,KP,UNKNOWN,1.3600282798197,2.165275075548,13.091181260572,0.93397498130798,"4,31"
413376180,781.01,KP,KP,UNKNOWN,1.3541351,1894,14.0693,0.93,"10,36"
380589029,1084.01,KP,KP,UNKNOWN,1.3484955290749,2.4052413608919,15.918966793455,1.1475900411606,"13,39"
402026209,232.01,KP,KP,UNKNOWN,1.3382307123689,2.1533897919189,14.837820032428,0.89497399330139,"2,28,29"
143143769,1926.01,KP,KP,QLP,1.3372349230815,1.7026097646771,3.0265786420174,0.86025601625443,"6,32,33"
373693175,1810.01,KP,KP,SPOC,1.3273482,2083,15.4709,1.07,"22,49"
116264089,2126.01,KP,KP,SPOC,1.3061880169007,1.4177745633918,16.758882990519,0.82018101215363,"25,26,40,52,53"
22529346,495.01,KP,KP,SPOC,1.2749246,2783,22.0328,1.52,"7,33,34,61"
129979528,1599.01,KP,KP,QLP,1.2198382125319,2.8341804425034,18.217931143424,1.6024199724197,"18,58"
432549364,1476.01,KP,KP,SPOC/QLP,1.2175088651898,2.7312989234987,12.138389770754,1.46216,"17,57"
305243225,5798.01,KP,KP,SPOC,1.2129138542488,2.1862784814733,14.104957706447,1.1517599821091,"54,55"
301289516,4517.01,KP,KP,SPOC,1.2089755,1286,1.68645,0.63,"42,7"
86396382,1725.01,KP,KP,SPOC,1.0914167,2774,23.9976,1.75,"20,43,44,45"
138359318,4448.01,KP,KP,SPOC,1.0186989443139,1.4947874563752,,,"40,41,54,55"
236445129,1282.01,KP,KP,SPOC,0.96899271754203,2.5496309015736,17.133125818089,1.4139800071716,"15,41,55"
100100827,185.01,KP,KP,SPOC/QLP,0.9414525,2.05,15342,1.35,"2,3,29,30,69"
1528696,448.01,KP,CP,UNKNOWN,0.88206242582709,0.5759672225529,8.3888940754513,0.78288799524307,"5,32"
14614418,750.01,KP,KP,UNKNOWN,0.8378445,1768,15.1164,1.02,"10,36"
377780790,5988.01,KP,KP,SPOC,0.83749967650566,1.9640811503039,2.0046234547312,1.0897400379181,"14,40,41,53,54,55"
36734222,656.01,KP,KP,UNKNOWN,0.81347362933667,1.2306764613171,13.160153258884,0.75764900445938,"9,35"
35516889,655.01,KP,KP,UNKNOWN,0.7888392476341,1.5967107136782,16.124712887172,1.0280499458313,"9,36"
332064670,1773.01,KP,KP,SPOC/QLP,0.73654581515,1.5550160101991,1.9150717842183,0.96351498365402,"21,44,45,46"
55315929,5556.01,KP,KP,SPOC,0.71957120984427,1.75752191995,1.6108417442207,1.2550499439239,"45,46"
176868951,5534.01,KP,KP,SPOC,0.36930571984357,1.0027780961194,2.1341818564923,0.75572198629379,"36,46,63"
301235044,6835.01,KP,KP,SPOC/QLP,0.2803246,868,1.64829,0.72,"42,7"
